"strain","host","plasmid","plasmid_2","strain_2","media","sugar","amino_acids","inducer","concentration","init_ratio","init_dilution","well","time","GFP","mCherry","OD600","OD700","row","column","normalised_OD","normalised_GFP","normalised_mCherry","calibrated_OD","calibrated_GFP"
"","","","","","","","","",NA,NA,NA,"C11",43197.228,NA,NA,NA,NA,"C",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"C12",43197.228,5814,705,0.0909,0.086,"C",12,0.000450000000000006,-1064.10575256424,-34.5772859174285,370233.814686057,-0.00125633141403071
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.052734375,"D1",43197.228,49506,14790,0.4777,0.3858,"D",1,0.30025,33937.4223739117,13606.6958896302,247028228.576638,0.0400680568983201
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.052734375,"D2",43197.228,44393,12809,0.4606,0.3729,"D",2,0.28735,30417.4274094318,11817.7334863984,236414859.222305,0.035912191524555
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.052734375,"D3",43197.228,41245,11771,0.4483,0.3629,"D",3,0.27735,27708.9187130343,10885.9466350331,228187441.11817,0.0327144035676158
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.052734375,"D4",43197.228,34145,8444,0.4252,0.3457,"D",4,0.26015,21125.4488242154,7633.3840459728,214036281.979059,0.0249416610420565
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.052734375,"D5",43197.228,24556,2238,0.3894,0.3178,"D",5,0.23225,13491.6435328076,1390.5387188113,191081785.468524,0.015928845000908
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.052734375,"D6",43197.228,31007,1312,0.5298,0.4282,"D",6,0.34265,459.949763166274,-9.85519326772464,281912481.338169,0.000543037508207519
"","","","","","","","","",NA,NA,NA,"D7",43197.228,NA,NA,NA,NA,"D",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D8",43197.228,NA,NA,NA,NA,"D",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D9",43197.228,NA,NA,NA,NA,"D",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D10",43197.228,NA,NA,NA,NA,"D",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D11",43197.228,NA,NA,NA,NA,"D",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"D12",43197.228,5894,728,0.0898,0.0851,"D",12,-0.000449999999999992,-1006.4748498673,-12.6477547021482,-370233.814686046,-0.00118828976187101
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.019775391,"E1",43197.228,47750,14320,0.4687,0.3799,"E",1,0.29435,33106.2456113799,13229.8888783594,242174051.895199,0.0390867319925345
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.019775391,"E2",43197.228,43685,12123,0.4641,0.3766,"E",2,0.29105,29406.8322620434,11081.6135415636,239459003.920835,0.0347190371529415
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.019775391,"E3",43197.228,38946,10653,0.4436,0.3606,"E",3,0.27505,25468.9430705058,9785.78534395296,226295134.954219,0.0300697869403768
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.019775391,"E4",43197.228,31174,7012,0.4086,0.3318,"E",4,0.24625,18992.7728758226,6190.37087329846,202600170.814312,0.0224237272902119
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.019775391,"E5",43197.228,29677,2198,0.5087,0.4088,"E",5,0.32325,6666.25953418836,726.781134468506,265951290.216148,0.00787048772802957
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.019775391,"E6",43197.228,30110,1426,0.5219,0.4216,"E",6,0.33605,1769.42530195857,3.11952126940923,276482385.38944,0.00208906359755546
"","","","","","","","","",NA,NA,NA,"E7",43197.228,NA,NA,NA,NA,"E",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E8",43197.228,NA,NA,NA,NA,"E",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E9",43197.228,NA,NA,NA,NA,"E",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E10",43197.228,NA,NA,NA,NA,"E",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E11",43197.228,NA,NA,NA,NA,"E",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"E12",43197.228,13505,1239,0.4066,0.3343,"E",12,0.24875,1142.25405556913,421.764292320727,204657025.340346,0.00134859683763324
"","","","","","","","","",NA,NA,NA,"F1",43197.228,NA,NA,NA,NA,"F",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F2",43197.228,NA,NA,NA,NA,"F",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F3",43197.228,NA,NA,NA,NA,"F",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F4",43197.228,NA,NA,NA,NA,"F",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F5",43197.228,NA,NA,NA,NA,"F",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F6",43197.228,NA,NA,NA,NA,"F",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F7",43197.228,NA,NA,NA,NA,"F",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F8",43197.228,NA,NA,NA,NA,"F",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F9",43197.228,NA,NA,NA,NA,"F",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F10",43197.228,NA,NA,NA,NA,"F",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F11",43197.228,NA,NA,NA,NA,"F",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F12",43197.228,NA,NA,NA,NA,"F",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G1",43197.228,NA,NA,NA,NA,"G",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G2",43197.228,NA,NA,NA,NA,"G",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G3",43197.228,NA,NA,NA,NA,"G",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G4",43197.228,NA,NA,NA,NA,"G",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G5",43197.228,NA,NA,NA,NA,"G",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G6",43197.228,NA,NA,NA,NA,"G",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G7",43197.228,NA,NA,NA,NA,"G",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G8",43197.228,NA,NA,NA,NA,"G",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G9",43197.228,NA,NA,NA,NA,"G",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G10",43197.228,NA,NA,NA,NA,"G",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G11",43197.228,NA,NA,NA,NA,"G",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G12",43197.228,NA,NA,NA,NA,"G",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H1",43197.228,NA,NA,NA,NA,"H",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H2",43197.228,NA,NA,NA,NA,"H",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H3",43197.228,NA,NA,NA,NA,"H",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H4",43197.228,NA,NA,NA,NA,"H",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H5",43197.228,NA,NA,NA,NA,"H",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H6",43197.228,NA,NA,NA,NA,"H",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H7",43197.228,NA,NA,NA,NA,"H",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H8",43197.228,NA,NA,NA,NA,"H",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H9",43197.228,NA,NA,NA,NA,"H",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H10",43197.228,NA,NA,NA,NA,"H",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H11",43197.228,NA,NA,NA,NA,"H",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H12",43197.228,NA,NA,NA,NA,"H",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A1",44397.14,NA,NA,NA,NA,"A",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A2",44397.14,NA,NA,NA,NA,"A",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A3",44397.14,NA,NA,NA,NA,"A",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A4",44397.14,NA,NA,NA,NA,"A",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A5",44397.14,NA,NA,NA,NA,"A",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A6",44397.14,NA,NA,NA,NA,"A",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A7",44397.14,NA,NA,NA,NA,"A",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A8",44397.14,NA,NA,NA,NA,"A",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A9",44397.14,NA,NA,NA,NA,"A",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A10",44397.14,NA,NA,NA,NA,"A",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A11",44397.14,NA,NA,NA,NA,"A",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A12",44397.14,NA,NA,NA,NA,"A",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B1",44397.14,NA,NA,NA,NA,"B",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B2",44397.14,NA,NA,NA,NA,"B",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B3",44397.14,NA,NA,NA,NA,"B",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B4",44397.14,NA,NA,NA,NA,"B",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B5",44397.14,NA,NA,NA,NA,"B",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B6",44397.14,NA,NA,NA,NA,"B",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B7",44397.14,NA,NA,NA,NA,"B",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B8",44397.14,NA,NA,NA,NA,"B",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B9",44397.14,NA,NA,NA,NA,"B",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B10",44397.14,NA,NA,NA,NA,"B",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B11",44397.14,NA,NA,NA,NA,"B",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B12",44397.14,NA,NA,NA,NA,"B",12,NA,NA,NA,NA,NA
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.140625,"C1",44397.14,51439,15889,0.5242,0.4194,"C",1,0.33385,23942.9551194041,14442.7997038374,274672353.40653,0.0282681364974753
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.140625,"C2",44397.14,48727,14797,0.5034,0.4065,"C",2,0.32095,26687.6719304759,13338.4983134071,264058984.052197,0.0315086733934165
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.140625,"C3",44397.14,41707,12623,0.4746,0.3846,"C",3,0.29905,26357.3791094479,11459.0210822128,246040938.404142,0.0311187147395079
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.140625,"C4",44397.14,37305,10176,0.4458,0.3639,"C",4,0.27835,23740.6784167476,9282.40155935098,229010182.928584,0.0280293194670612
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.140625,"C5",44397.14,27047,4383,0.3986,0.3249,"C",5,0.23935,15407.4134955234,3547.6203166183,196923252.322459,0.0181906897286678
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.140625,"C6",44397.14,31549,1104,0.5419,0.4382,"C",6,0.35265,-1613.49369139813,-13.647829370921,290139899.442303,-0.00190496368049796
"","","","","","","","","",NA,NA,NA,"C7",44397.14,NA,NA,NA,NA,"C",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C8",44397.14,NA,NA,NA,NA,"C",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C9",44397.14,NA,NA,NA,NA,"C",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C10",44397.14,NA,NA,NA,NA,"C",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"C11",44397.14,NA,NA,NA,NA,"C",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"C12",44397.14,5814,805,0.0911,0.0859,"C",12,0.000350000000000003,-1066.59120782127,65.3037731064751,287959.63364471,-0.00125926585500149
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.052734375,"D1",44397.14,49654,14670,0.4803,0.387,"D",1,0.30145,33849.5100523356,13467.3005340893,248015518.749134,0.0399642636324625
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.052734375,"D2",44397.14,44595,12973,0.4634,0.3733,"D",2,0.28775,30591.480424873,11976.5689665707,236743955.94647,0.0361176863924087
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.052734375,"D3",44397.14,41625,11789,0.4513,0.3644,"D",3,0.27885,28045.7493376101,10890.9514976048,229421553.83379,0.0331120810483008
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.052734375,"D4",44397.14,34557,8785,0.4278,0.346,"D",4,0.26045,21524.3518870594,7974.11183903858,214283104.522183,0.0254126240528252
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.052734375,"D5",44397.14,24897,2507,0.388,0.315,"D",5,0.22945,14051.9219396887,1656.42163770168,188778108.399366,0.016590335046866
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.052734375,"D6",44397.14,31379,1301,0.5318,0.4283,"D",6,0.34275,802.285543043938,-19.0326411276346,281994755.51921,0.000947214624411055
"","","","","","","","","",NA,NA,NA,"D7",44397.14,NA,NA,NA,NA,"D",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D8",44397.14,NA,NA,NA,NA,"D",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D9",44397.14,NA,NA,NA,NA,"D",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D10",44397.14,NA,NA,NA,NA,"D",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"D11",44397.14,NA,NA,NA,NA,"D",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"D12",44397.14,5916,735,0.09,0.0852,"D",12,-0.000350000000000003,-981.989394612578,-5.52881372615411,-287959.63364471,-0.00115938112515964
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.019775391,"E1",44397.14,48025,14233,0.4716,0.3802,"E",1,0.29465,33342.974070882,13138.3035145315,242420874.438323,0.0393662243264035
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.8,0.019775391,"E2",44397.14,44051,12724,0.466,0.3776,"E",2,0.29205,29672.4091664665,11668.2135699475,240281745.731248,0.0350325892665954
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.6,0.019775391,"E3",44397.14,39286,11115,0.4445,0.3609,"E",3,0.27535,25801.5719603914,10245.6031811139,226541957.497343,0.0304625036629116
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.4,0.019775391,"E4",44397.14,31341,7431,0.4083,0.3323,"E",4,0.24675,19122.6419865878,6610.29543699592,203011541.719519,0.0225770566403948
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0.2,0.019775391,"E5",44397.14,29941,2105,0.5092,0.4108,"E",5,0.32525,6069.81382561197,627.556038215616,267596773.836974,0.00716629692871981
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,0,0.019775391,"E6",44397.14,30314,1290,0.5226,0.4244,"E",6,0.33885,975.703301119869,-95.1625468970785,278786062.458597,0.0011519594786669
"","","","","","","","","",NA,NA,NA,"E7",44397.14,NA,NA,NA,NA,"E",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E8",44397.14,NA,NA,NA,NA,"E",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E9",44397.14,NA,NA,NA,NA,"E",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E10",44397.14,NA,NA,NA,NA,"E",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"E11",44397.14,NA,NA,NA,NA,"E",11,NA,NA,NA,NA,NA
"","","","","","M9","0.4% glycerol","casamino acids","AHL",0,NA,NA,"E12",44397.14,15103,1328,0.4247,0.3469,"E",12,0.26135,2032.39961914382,516.116604111526,215023572.151555,0.00239954297892048
"","","","","","","","","",NA,NA,NA,"F1",44397.14,NA,NA,NA,NA,"F",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F2",44397.14,NA,NA,NA,NA,"F",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F3",44397.14,NA,NA,NA,NA,"F",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F4",44397.14,NA,NA,NA,NA,"F",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F5",44397.14,NA,NA,NA,NA,"F",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F6",44397.14,NA,NA,NA,NA,"F",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F7",44397.14,NA,NA,NA,NA,"F",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F8",44397.14,NA,NA,NA,NA,"F",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F9",44397.14,NA,NA,NA,NA,"F",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F10",44397.14,NA,NA,NA,NA,"F",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F11",44397.14,NA,NA,NA,NA,"F",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"F12",44397.14,NA,NA,NA,NA,"F",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G1",44397.14,NA,NA,NA,NA,"G",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G2",44397.14,NA,NA,NA,NA,"G",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G3",44397.14,NA,NA,NA,NA,"G",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G4",44397.14,NA,NA,NA,NA,"G",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G5",44397.14,NA,NA,NA,NA,"G",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G6",44397.14,NA,NA,NA,NA,"G",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G7",44397.14,NA,NA,NA,NA,"G",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G8",44397.14,NA,NA,NA,NA,"G",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G9",44397.14,NA,NA,NA,NA,"G",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G10",44397.14,NA,NA,NA,NA,"G",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G11",44397.14,NA,NA,NA,NA,"G",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"G12",44397.14,NA,NA,NA,NA,"G",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H1",44397.14,NA,NA,NA,NA,"H",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H2",44397.14,NA,NA,NA,NA,"H",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H3",44397.14,NA,NA,NA,NA,"H",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H4",44397.14,NA,NA,NA,NA,"H",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H5",44397.14,NA,NA,NA,NA,"H",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H6",44397.14,NA,NA,NA,NA,"H",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H7",44397.14,NA,NA,NA,NA,"H",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H8",44397.14,NA,NA,NA,NA,"H",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H9",44397.14,NA,NA,NA,NA,"H",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H10",44397.14,NA,NA,NA,NA,"H",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H11",44397.14,NA,NA,NA,NA,"H",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"H12",44397.14,NA,NA,NA,NA,"H",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A1",45597.088,NA,NA,NA,NA,"A",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A2",45597.088,NA,NA,NA,NA,"A",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A3",45597.088,NA,NA,NA,NA,"A",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A4",45597.088,NA,NA,NA,NA,"A",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A5",45597.088,NA,NA,NA,NA,"A",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A6",45597.088,NA,NA,NA,NA,"A",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A7",45597.088,NA,NA,NA,NA,"A",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A8",45597.088,NA,NA,NA,NA,"A",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A9",45597.088,NA,NA,NA,NA,"A",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A10",45597.088,NA,NA,NA,NA,"A",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A11",45597.088,NA,NA,NA,NA,"A",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"A12",45597.088,NA,NA,NA,NA,"A",12,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B1",45597.088,NA,NA,NA,NA,"B",1,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B2",45597.088,NA,NA,NA,NA,"B",2,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B3",45597.088,NA,NA,NA,NA,"B",3,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B4",45597.088,NA,NA,NA,NA,"B",4,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B5",45597.088,NA,NA,NA,NA,"B",5,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B6",45597.088,NA,NA,NA,NA,"B",6,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B7",45597.088,NA,NA,NA,NA,"B",7,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B8",45597.088,NA,NA,NA,NA,"B",8,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B9",45597.088,NA,NA,NA,NA,"B",9,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B10",45597.088,NA,NA,NA,NA,"B",10,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B11",45597.088,NA,NA,NA,NA,"B",11,NA,NA,NA,NA,NA
"","","","","","","","","",NA,NA,NA,"B12",45597.088,NA,NA,NA,NA,"B",12,NA,NA,NA,NA,NA
"JW_SPoCK634301","JW3910","p63_AF043","pMPES_AF01","MG-Gm-CFP","M9","0.4% glycerol","casamino acids","AHL",0,1,0.140625,"C1",45597.088,52143,15452,0.52,0.4201,"C",1,0.3345,24392.3004947943,14012.0747458999,275207135.583299,0.0287986539855085
